	Description	 Category 	 Subcategory 	 Payment 	 Date 	 Gains/Expenses 	Checking Balance		Is Curent Balance <$0?	Row # In Table	Next <$0 Balance Amount	Date <$0 Balance Occurs
	Green Dragon	 Wants 	 Free Spending 	 Chase CC 	7/30/2022	 $ (71.00)	 $ 1,474.71 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	7/31/2022	 $ 99.18 	 $ 1,573.89 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	8/1/2022	 $ (1,125.41)	 $ 448.48 		FALSE	-1	N/A	N/A
	Costco	 Needs 	 Groceries 	 Chase CC 	8/1/2022	 $ (337.91)	 $ 448.48 		FALSE	-1	N/A	N/A
	Target	 Needs 	 Groceries 	 Chase CC 	8/1/2022	 $ (44.43)	 $ 448.48 		FALSE	-1	N/A	N/A
	Target	 Needs 	 Groceries 	 Chase CC 	8/1/2022	 $ (7.85)	 $ 448.48 		FALSE	-1	N/A	N/A
	Laundry	 Wants 	 Free Spending 	 Chase CC 	8/1/2022	 $ (15.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	Shell	 Needs 	 Gas 	 Citi CC 	8/1/2022	 $ (74.09)	 $ 448.48 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Citi CC 	8/1/2022	 $ (27.35)	 $ 448.48 		FALSE	-1	N/A	N/A
	Trader Joe's	 Wants 	 Free Spending 	 Citi CC 	8/1/2022	 $ (10.76)	 $ 448.48 		FALSE	-1	N/A	N/A
	OC Fair Tickets	 Wants 	 Free Spending 	 Chase CC 	8/2/2022	 $ (24.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	OC Fair Wristbands	 Wants 	 Free Spending 	 Chase CC 	8/2/2022	 $ (98.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	OC Fair Parking	 Wants 	 Free Spending 	 Chase CC 	8/3/2022	 $ (10.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	OC Fair Food	 Wants 	 Free Spending 	 Chase CC 	8/3/2022	 $ (127.49)	 $ 448.48 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	8/4/2022	 $ (10.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	Coffee Bean	 Wants 	 Free Spending 	 Chase CC 	8/4/2022	 $ (5.35)	 $ 448.48 		FALSE	-1	N/A	N/A
	Carls Jr	 Wants 	 Free Spending 	 Chase CC 	8/4/2022	 $ (8.07)	 $ 448.48 		FALSE	-1	N/A	N/A
	The Getaway Bar	 Wants 	 Free Spending 	 Chase CC 	8/4/2022	 $ (17.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	V-Cut Cigar Lounge	 Wants 	 Free Spending 	 Chase CC 	8/5/2022	 $ (20.72)	 $ 448.48 		FALSE	-1	N/A	N/A
	Chevron	 Needs 	 Gas 	 Citi CC 	8/5/2022	 $ (50.00)	 $ 448.48 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	8/5/2022	 $ 2,091.10 	 $ 2,539.58 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	8/5/2022	 $ (541.64)	 $ 1,997.94 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	8/5/2022	 $ (9.69)	 $ 1,988.25 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	8/5/2022	 $ (250.00)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Messenger Pizza	 Wants 	 Free Spending 	 Chase CC 	8/5/2022	 $ (48.76)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Boise Parking	 Wants 	 Free Spending 	 Chase CC 	8/6/2022	 $ (12.40)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Karma	 Wants 	 Free Spending 	 Chase CC 	8/7/2022	 $ (20.72)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Strangelove	 Wants 	 Free Spending 	 Chase CC 	8/7/2022	 $ (57.04)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Campos on Lonestar	 Wants 	 Free Spending 	 Chase CC 	8/7/2022	 $ (22.78)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Stella's Ice Cream	 Wants 	 Free Spending 	 Chase CC 	8/7/2022	 $ (15.13)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Lyft	 Wants 	 Free Spending 	 Chase CC 	8/7/2022	 $ (16.85)	 $ 1,738.25 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	8/10/2022	 $ (211.16)	 $ 1,527.09 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	8/10/2022	 $ (765.07)	 $ 762.02 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	8/11/2022	 $ (129.00)	 $ 762.02 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	8/12/2022	 $ (125.00)	 $ 762.02 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	8/12/2022	 $ (14.74)	 $ 762.02 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Amazon CC 	8/12/2022	 $ (12.44)	 $ 762.02 		FALSE	-1	N/A	N/A
	Carousel Restaurant	 Wants 	 Free Spending 	 Chase CC 	8/13/2022	 $ (77.19)	 $ 762.02 		FALSE	-1	N/A	N/A
	House of Pies	 Wants 	 Free Spending 	 Chase CC 	8/13/2022	 $ (23.00)	 $ 762.02 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	8/14/2022	 $ (10.00)	 $ 762.02 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	8/14/2022	 $ (118.86)	 $ 643.16 		FALSE	-1	N/A	N/A
	Federal Loans	 Needs 	Student Loans	 Checking 	8/14/2022	 $ (300.00)	 $ 343.16 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	8/15/2022	 $ (68.75)	 $ 343.16 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Chase CC 	8/16/2022	 $ (11.99)	 $ 343.16 		FALSE	-1	N/A	N/A
	Gym Reimbursement	 Income 	 Earnings 	 Checking 	8/19/2022	 $ 104.97 	 $ 448.13 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	8/19/2022	 $ 2,091.10 	 $ 2,539.23 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	8/19/2022	 $ (250.00)	 $ 2,289.23 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	8/19/2022	 $ (1,250.91)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	8/20/2022	 $ (34.99)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Mitsuwa	 Wants 	 Free Spending 	 Chase CC 	8/20/2022	 $ (18.37)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Noodology	 Wants 	 Free Spending 	 Chase CC 	8/20/2022	 $ (30.15)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	8/20/2022	 $ (72.76)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Coffee Tomo	 Wants 	 Free Spending 	 Chase CC 	8/21/2022	 $ (11.75)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Nate's Korner	 Wants 	 Free Spending 	 Chase CC 	8/21/2022	 $ (29.38)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Free Spending 	 Chase CC 	8/21/2022	 $ (94.80)	 $ 1,038.32 		FALSE	-1	N/A	N/A
	Charles Security Deposit	 Needs 	 Misc. 	 Checking 	8/21/2022	 $ (542.00)	 $ 496.32 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	8/24/2022	 $ (10.00)	 $ 496.32 		FALSE	-1	N/A	N/A
	Renter's Insurance	 Needs 	 Renter's Insurance 	 Chase CC 	8/24/2022	 $ (59.50)	 $ 496.32 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	8/25/2022	 $ (146.88)	 $ 349.44 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	8/26/2022	 $ (18.28)	 $ 349.44 		FALSE	-1	N/A	N/A
	Stephanie Payment	 Income 	 Reimbursements 	 Checking 	8/26/2022	 $ 550.00 	 $ 899.44 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Chase CC 	8/26/2022	 $ (7.49)	 $ 899.44 		FALSE	-1	N/A	N/A
	El Pollo Loco	 Wants 	 Free Spending 	 Chase CC 	8/27/2022	 $ (22.32)	 $ 899.44 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	8/27/2022	 $ -   	 $ 899.44 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	8/27/2022	 $ -   	 $ 899.44 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Chase CC 	8/27/2022	 $ -   	 $ 899.44 		FALSE	-1	N/A	N/A
	Tacos Super Gallito	 Wants 	 Free Spending 	 Chase CC 	8/28/2022	 $ (23.51)	 $ 899.44 		FALSE	-1	N/A	N/A
	El Kiosco Pupuseria	 Wants 	 Free Spending 	 Chase CC 	8/28/2022	 $ (37.77)	 $ 899.44 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	8/28/2022	 $ (83.99)	 $ 815.45 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Chase CC 	8/28/2022	 $ (9.99)	 $ 815.45 		FALSE	-1	N/A	N/A
	Subway	 Wants 	 Free Spending 	 Chase CC 	8/29/2022	 $ (10.98)	 $ 815.45 		FALSE	-1	N/A	N/A
	Culver Auto Spa	 Wants 	 Free Spending 	 Chase CC 	8/29/2022	 $ (25.99)	 $ 815.45 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	8/30/2022	 $ (10.00)	 $ 815.45 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	9/1/2022	 $ (396.49)	 $ 815.45 		FALSE	-1	N/A	N/A
	In N Out	 Wants 	 Free Spending 	 Chase CC 	9/1/2022	 $ (9.05)	 $ 815.45 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	9/2/2022	 $ 2,164.18 	 $ 2,979.63 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	9/2/2022	 $ (300.00)	 $ 2,679.63 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	9/2/2022	 $ (2,252.12)	 $ 427.51 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	9/3/2022	 $ (31.92)	 $ 427.51 		FALSE	-1	N/A	N/A
	Arc Food & Libations	 Wants 	 Free Spending 	 Chase CC 	9/3/2022	 $ (72.62)	 $ 427.51 		FALSE	-1	N/A	N/A
	Shell	 Needs 	 Gas 	 Citi CC 	9/3/2022	 $ (65.84)	 $ 427.51 		FALSE	-1	N/A	N/A
	7 Leaves Cafe	 Wants 	 Free Spending 	 Chase CC 	9/4/2022	 $ (13.46)	 $ 427.51 		FALSE	-1	N/A	N/A
	Northgate Market	 Wants 	 Free Spending 	 Capital One CC 	9/5/2022	 $ (96.78)	 $ 427.51 		FALSE	-1	N/A	N/A
	Rossmoor Pastries	 Wants 	 Free Spending 	 Capital One CC 	9/5/2022	 $ (60.00)	 $ 427.51 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	9/6/2022	 $ (9.69)	 $ 417.82 		FALSE	-1	N/A	N/A
	Venmo	 Wants 	 Free Spending 	 Checking 	9/6/2022	 $ (42.00)	 $ 375.82 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	9/6/2022	 $ (17.78)	 $ 375.82 		FALSE	-1	N/A	N/A
Ralphs	Ralph's	 Needs 	 Groceries 	 Citi CC 	9/6/2022	 $ (34.14)	 $ 375.82 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	9/7/2022	 $ (10.00)	 $ 375.82 		FALSE	-1	N/A	N/A
	Photasia	 Wants 	 Free Spending 	 Chase CC 	9/7/2022	 $ (15.62)	 $ 375.82 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	9/8/2022	 $ (110.56)	 $ 265.26 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	9/8/2022	 $ (2.13)	 $ 265.26 		FALSE	-1	N/A	N/A
	7/11	 Wants 	 Free Spending 	 Chase CC 	9/10/2022	 $ (27.96)	 $ 265.26 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	9/10/2022	 $ (10.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	Kingfisher	 Wants 	 Vacation Spending 	 Capital One CC 	9/10/2022	 $ (223.74)	 $ 265.26 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	9/11/2022	 $ (129.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	Birdrock Coffee	 Wants 	 Vacation Spending 	 Capital One CC 	9/11/2022	 $ (11.85)	 $ 265.26 		FALSE	-1	N/A	N/A
	Part Time Lover	 Wants 	 Vacation Spending 	 Capital One CC 	9/11/2022	 $ (28.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	The Holding Company	 Wants 	 Vacation Spending 	 Capital One CC 	9/11/2022	 $ (80.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	The Waffle Spot	 Wants 	 Vacation Spending 	 Capital One CC 	9/11/2022	 $ (44.96)	 $ 265.26 		FALSE	-1	N/A	N/A
	CA Fish Grill	 Wants 	 Free Spending 	 Chase CC 	9/12/2022	 $ (30.70)	 $ 265.26 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	9/12/2022	 $ (125.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	9/12/2022	 $ (10.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	9/12/2022	 $ (77.79)	 $ 265.26 		FALSE	-1	N/A	N/A
	Minutekey	 Wants 	 Free Spending 	 Chase CC 	9/13/2022	 $ (4.31)	 $ 265.26 		FALSE	-1	N/A	N/A
	Minutekey	 Wants 	 Free Spending 	 Chase CC 	9/13/2022	 $ (6.47)	 $ 265.26 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	9/13/2022	 $ (84.62)	 $ 265.26 		FALSE	-1	N/A	N/A
	Costco	 Needs 	 Groceries 	 Chase CC 	9/14/2022	 $ (378.53)	 $ 265.26 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	9/14/2022	 $ (25.00)	 $ 265.26 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	9/16/2022	 $ 2,164.17 	 $ 2,429.43 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	9/16/2022	 $ (300.00)	 $ 2,129.43 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	9/16/2022	 $ (122.76)	 $ 2,006.67 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	9/16/2022	 $ (1,704.44)	 $ 302.23 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	9/16/2022	 $ (11.99)	 $ 302.23 		FALSE	-1	N/A	N/A
	Olive Garden	 Wants 	 Free Spending 	 Chase CC 	9/18/2022	 $ (77.00)	 $ 302.23 		FALSE	-1	N/A	N/A
	Lowe's	 Wants 	 Free Spending 	 Chase CC 	9/18/2022	 $ (29.42)	 $ 302.23 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	9/18/2022	 $ (20.00)	 $ 302.23 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	9/20/2022	 $ (34.99)	 $ 302.23 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	9/21/2022	 $ (7.58)	 $ 302.23 		FALSE	-1	N/A	N/A
	Shane's B-day	 Wants 	 Free Spending 	 Checking 	9/21/2022	 $ (26.00)	 $ 276.23 		FALSE	-1	N/A	N/A
	Bonus	 Income 	 Earnings 	 Checking 	9/23/2022	 $ 1,359.76 	 $ 1,635.99 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	9/23/2022	 $ (500.00)	 $ 1,135.99 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	9/23/2022	 $ (387.06)	 $ 748.93 		FALSE	-1	N/A	N/A
	AMC Orange	 Wants 	 Free Spending 	 Chase CC 	9/23/2022	 $ (32.35)	 $ 748.93 		FALSE	-1	N/A	N/A
	AMC Orange	 Wants 	 Free Spending 	 Chase CC 	9/23/2022	 $ (10.01)	 $ 748.93 		FALSE	-1	N/A	N/A
	Charley's Phillysteaks	 Wants 	 Free Spending 	 Chase CC 	9/23/2022	 $ (19.89)	 $ 748.93 		FALSE	-1	N/A	N/A
	Zenko Sushi	 Wants 	 Free Spending 	 Chase CC 	9/24/2022	 $ (95.00)	 $ 748.93 		FALSE	-1	N/A	N/A
	Amazon Refund	 Income 	 Reimbursements 	 Amazon CC 	9/26/2022	 $ 235.75 	 $ 748.93 		FALSE	-1	N/A	N/A
	GOAT	 Wants 	 Free Spending 	 Chase CC 	9/26/2022	 $ (165.35)	 $ 748.93 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Capital One CC 	9/26/2022	 $ (14.99)	 $ 748.93 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	9/27/2022	 $ -   	 $ 748.93 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	9/27/2022	 $ -   	 $ 748.93 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Chase CC 	9/27/2022	 $ -   	 $ 748.93 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	9/28/2022	 $ (10.00)	 $ 748.93 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	9/28/2022	 $ (83.99)	 $ 664.94 		FALSE	-1	N/A	N/A
	Shell	 Needs 	 Gas 	 Citi CC 	9/29/2022	 $ (98.60)	 $ 664.94 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	9/29/2022	 $ (145.60)	 $ 519.34 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Capital One CC 	9/29/2022	 $ (9.99)	 $ 519.34 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	9/30/2022	 $ 2,164.18 	 $ 2,683.52 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	9/30/2022	 $ (300.00)	 $ 2,383.52 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	9/30/2022	 $ (19.90)	 $ 2,383.52 		FALSE	-1	N/A	N/A
	Rent	 Income 	 Reimbursements 	 Checking 	9/30/2022	 $ 300.00 	 $ 2,683.52 		FALSE	-1	N/A	N/A
	Rent	 Income 	 Reimbursements 	 Checking 	10/1/2022	 $ 600.00 	 $ 3,283.52 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	10/1/2022	 $ (2,271.49)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Ha Long	 Wants 	 Free Spending 	 Chase CC 	10/1/2022	 $ (30.39)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Free Spending 	 Amazon CC 	10/1/2022	 $ (124.66)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Citi CC 	10/1/2022	 $ (40.53)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Barnes & Noble	 Wants 	 Free Spending 	 Chase CC 	10/2/2022	 $ (73.27)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Bestia	 Wants 	 Free Spending 	 Chase CC 	10/2/2022	 $ (281.00)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	USPS	 Wants 	 Free Spending 	 Chase CC 	10/3/2022	 $ (4.83)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Del Taco	 Wants 	 Free Spending 	 Chase CC 	10/4/2022	 $ (12.67)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	10/5/2022	 $ (25.00)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Wholesome Choice	 Wants 	 Free Spending 	 Chase CC 	10/5/2022	 $ (28.64)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	10/6/2022	 $ (129.25)	 $ 1,012.03 		FALSE	-1	N/A	N/A
	Deposit	 Income 	 Reimbursements 	 Checking 	10/7/2022	 $ 40.00 	 $ 1,052.03 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	10/8/2022	 $ (103.78)	 $ 948.25 		FALSE	-1	N/A	N/A
	Vitaly Cafe	 Wants 	 Free Spending 	 Chase CC 	10/8/2022	 $ (45.00)	 $ 948.25 		FALSE	-1	N/A	N/A
	Doordash - Chipotle	 Wants 	 Free Spending 	 Chase CC 	10/8/2022	 $ (20.00)	 $ 948.25 		FALSE	-1	N/A	N/A
	Scratch Bakery	 Wants 	 Free Spending 	 Chase CC 	10/9/2022	 $ (37.22)	 $ 948.25 		FALSE	-1	N/A	N/A
	Costco	 Needs 	 Groceries 	 Chase CC 	10/9/2022	 $ (274.02)	 $ 948.25 		FALSE	-1	N/A	N/A
	Costco Gas	 Needs 	 Gas 	 Chase CC 	10/9/2022	 $ (60.30)	 $ 948.25 		FALSE	-1	N/A	N/A
	Speedway	 Wants 	 Free Spending 	 Citi CC 	10/9/2022	 $ (11.96)	 $ 948.25 		FALSE	-1	N/A	N/A
	Venmo	 Wants 	 Free Spending 	 Checking 	10/10/2022	 $ (50.00)	 $ 898.25 		FALSE	-1	N/A	N/A
	Venmo	 Income 	 Reimbursements 	 Checking 	10/10/2022	 $ 46.00 	 $ 944.25 		FALSE	-1	N/A	N/A
	Venmo	 Wants 	 Free Spending 	 Checking 	10/10/2022	 $ (56.00)	 $ 888.25 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	10/11/2022	 $ (129.00)	 $ 888.25 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	10/11/2022	 $ (25.00)	 $ 888.25 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	10/12/2022	 $ (125.00)	 $ 888.25 		FALSE	-1	N/A	N/A
	In N Out	 Wants 	 Free Spending 	 Chase CC 	10/12/2022	 $ (17.13)	 $ 888.25 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	10/13/2022	 $ (10.00)	 $ 888.25 		FALSE	-1	N/A	N/A
	Walmart	 Wants 	 Free Spending 	 Chase CC 	10/14/2022	 $ (40.83)	 $ 888.25 		FALSE	-1	N/A	N/A
	Doordash Credit	 Wants 	 Free Spending 	 Chase CC 	10/14/2022	 $ 1.50 	 $ 888.25 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	10/14/2022	 $ (51.23)	 $ 888.25 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	10/14/2022	 $ 2,091.10 	 $ 2,979.35 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	10/14/2022	 $ (300.00)	 $ 2,679.35 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	10/14/2022	 $ (9.69)	 $ 2,669.66 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	10/14/2022	 $ (26.70)	 $ 2,642.96 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	10/14/2022	 $ (325.86)	 $ 2,317.10 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	10/14/2022	 $ (1,491.99)	 $ 825.11 		FALSE	-1	N/A	N/A
	Capital One CC	 CC Payment 	 CC Payment 	 Checking 	10/14/2022	 $ (564.90)	 $ 260.21 		FALSE	-1	N/A	N/A
	Cash Back - Capital One CC	 Income 	 Reimbursements 	 Checking 	10/14/2022	 $ 217.55 	 $ 477.76 		FALSE	-1	N/A	N/A
	Walmart Refund	 Wants 	 Free Spending 	 Chase CC 	10/15/2022	 $ 27.72 	 $ 477.76 		FALSE	-1	N/A	N/A
	Lowe's	 Wants 	 Free Spending 	 Chase CC 	10/15/2022	 $ (24.03)	 $ 477.76 		FALSE	-1	N/A	N/A
	Anaheim Parking	 Wants 	 Free Spending 	 Chase CC 	10/16/2022	 $ (3.00)	 $ 477.76 		FALSE	-1	N/A	N/A
	CVS	 Wants 	 Free Spending 	 Chase CC 	10/16/2022	 $ (214.48)	 $ 477.76 		FALSE	-1	N/A	N/A
	Bubba Gump	 Wants 	 Free Spending 	 Chase CC 	10/16/2022	 $ (47.00)	 $ 477.76 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	10/16/2022	 $ (10.00)	 $ 477.76 		FALSE	-1	N/A	N/A
	Speedway	 Wants 	 Free Spending 	 Chase CC 	10/17/2022	 $ (11.56)	 $ 477.76 		FALSE	-1	N/A	N/A
	Doordash - Chipotle	 Wants 	 Free Spending 	 Chase CC 	10/17/2022	 $ (30.00)	 $ 477.76 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	10/19/2022	 $ (10.00)	 $ 477.76 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Citi CC 	10/19/2022	 $ (183.65)	 $ 477.76 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	10/20/2022	 $ (17.99)	 $ 477.76 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	10/20/2022	 $ (34.99)	 $ 477.76 		FALSE	-1	N/A	N/A
	Zelle	 Income 	 Earnings 	 Checking 	10/22/2022	 $ 15.00 	 $ 492.76 		FALSE	-1	N/A	N/A
	Hakata Ikkousha	 Wants 	 Free Spending 	 Chase CC 	10/22/2022	 $ (31.31)	 $ 492.76 		FALSE	-1	N/A	N/A
